fraction	superkingdom	phylum	class	order	family	genus	species
0.0024173568002283556	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Achromobacter	s__Achromobacter insuavis
0.001988075265132453	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
0.0018825203249010795	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAKAAZ01	s__JAKAAZ01 sp021805955
0.00173756811824532	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021805865
0.001726046276177811	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JAMDCX01	s__JAMDCX01 sp021805985
0.0017126660724865101	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021805275
0.0016818172695315665	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021808195
0.0015361217182262904	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JAMDCX01	s__JAMDCX01 sp021810145
0.0015108480001427222	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__UBA5172	s__UBA5172 sp021806005
0.0014599288916508273	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Chersky-822	s__Chersky-822 sp021792855
0.0014235050038245082	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Terracidiphilus	s__Terracidiphilus sp021828835
0.001357719002342279	d__Bacteria	p__Bacillota	c__Bacilli	o__Alicyclobacillales	f__Acidibacillaceae	g__JAKADD01	s__JAKADD01 sp021805735
0.001351400572821387	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas pseudonitroreducens
0.0013376486968053277	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	s__Rhizomicrobium sp021851325
0.0013198084252169266	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidiphilium	s__Acidiphilium multivorum
0.0012726060399726152	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-465	s__Palsa-465 sp021851525
0.0012592258362813143	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__JAJZAM01	s__JAJZAM01 sp021828685
0.0012536507514099389	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Bog-793	g__JAKBAA01	s__JAKBAA01 sp021809425
0.00124435894329098	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021845505
0.001209050072438936	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__CAIVDV01	s__CAIVDV01 sp021846275
0.0012079350554646611	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021805825
0.0011982715750209437	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JABEVA01	s__JABEVA01 sp021851715
0.001170396150664067	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__JAMCQF01	g__JAJZBS01	s__JAJZBS01 sp021851885
0.00116519273811745	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021838635
0.0011607326702203497	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidibrevibacterium	s__Acidibrevibacterium sp021851785
0.0011458657772300154	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__JAJZMF01	s__JAJZMF01 sp021850325
0.0011440074156062235	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021805805
0.0011417773816576734	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAJZVS01	s__JAJZVS01 sp021807785
0.001114273629625555	d__Bacteria	p__Bacillota	c__Bacilli	o__Alicyclobacillales	f__Acidibacillaceae	g__JAJZCL01	s__JAJZCL01 sp021828865
0.0011094418894036964	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E cremoris
0.0010804514480725444	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__CAIVDV01	s__CAIVDV01 sp021816455
0.0010719029846031022	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__JAKAQB01	s__JAKAQB01 sp021809885
0.0010693012783297938	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021846025
0.0010629828488089017	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__JAJZDI01	s__JAJZDI01 sp021806045
0.0010503459897671175	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021792815
0.0010410541816481586	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021816585
0.0010232139100597574	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Terracidiphilus	s__Terracidiphilus sp021846945
0.0010135504296160402	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Bog-793	g__JAJZBW01	s__JAJZBW01 sp021798745
0.0009990552089504643	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Bog-793	g__JAJZCK01	s__JAJZCK01 sp021846125
0.0009938517964038472	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__JAJZMF01	s__JAJZMF01 sp021828475
0.0009919934347800555	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__CAIVDV01	s__CAIVDV01 sp021851335
0.0009548262023042197	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidocella	s__Acidocella sp021846225
0.0009544545299794613	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__JABEUX01	s__JABEUX01 sp021805775
0.0009511094790566362	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Palsa-288	s__Palsa-288 sp021851465
0.0009481361004585693	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JAJYPG01	s__JAJYPG01 sp021808485
0.0009172872975036257	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__JAJZHK01	s__JAJZHK01 sp021851865
0.0009139422465808004	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021850555
0.0008975886642914327	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__Bog-756	s__Bog-756 sp021801235
0.0008953586303428826	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__Acidithrix	s__Acidithrix sp021805205
0.0008745449801564146	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021849615
0.0008726866185326228	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__CAIVDV01	s__CAIVDV01 sp021804655
0.000850014606722363	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__JABEUN01	s__JABEUN01 sp021846265
0.0008355193860567871	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__JAJZIR01	s__JAJZIR01 sp021810505
0.0008347760414072704	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Metallibacterium	s__Metallibacterium sp021827205
0.000833289352108237	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Ferrovaceae	g__Ferrovum	s__Ferrovum sp021798835
0.0008318026628092035	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Bog-793	g__JAKABX01	s__JAKABX01 sp021809805
0.0008284576118863783	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021846325
0.0008102456679732187	d__Bacteria	p__Bacteroidota	c__Kryptonia	o__Kryptoniales	f__JAKASW01	g__JAKASW01	s__JAKASW01 sp021845665
0.0008091306509989437	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__UBA8190	g__JAJZYI01	s__JAJZYI01 sp021803325
0.000808387306349427	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021808405
0.0007894320177867508	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JAMDCX01	s__JAMDCX01 sp021798635
0.0007838569329153755	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAKAUB01	s__JAKAUB01 sp021827845
0.0007790251926935168	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Ferrovaceae	g__Ferrovum	s__Ferrovum sp021796835
0.0007741934524716581	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021851405
0.0007448313388157479	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAKAAZ01	s__JAKAAZ01 sp021798735
0.0007392562539443726	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__JAJZJT01	s__JAJZJT01 sp021809995
0.0007292211011758969	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__REEB76	f__REEB76	g__REEB76	s__REEB76 sp021792635
0.0007229026716550048	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021831125
0.0007221593270054881	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Bog-793	g__JAKACA01	s__JAKACA01 sp021796455
0.0007173275867836294	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__UBA1565	f__UBA9628	g__JAKAQV01	s__JAKAQV01 sp021846045
0.0007087791233141873	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__UBA8260	f__Bog-877	g__JAJYXT01	s__JAJYXT01 sp021816695
0.000705434072391362	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidiphilium	s__Acidiphilium sp021829055
0.0006924255410248195	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__Ferrimicrobium	s__Ferrimicrobium acidiphilum
0.0006861071115039274	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__JAJYEA01	s__JAJYEA01 sp021809545
0.0006797886819830354	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Ferrovaceae	g__Ferrovum	s__Ferrovum sp021805445
0.0006790453373335186	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__JABEUN01	s__JABEUN01 sp013044415
0.000669010184565043	d__Bacteria	p__Nitrospirota_A	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__UBA4572	s__UBA4572 sp021828805
0.0006675234952660096	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidocella	s__Acidocella sp021805545
0.0006667801506164929	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAJZCX01	s__JAJZCX01 sp021851625
0.0006463381727547832	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021831035
0.0006422497771824414	d__Bacteria	p__Nitrospirota_A	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__UBA4572	s__UBA4572 sp021810805
0.000626267867217832	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__UBA8190	g__JAJZYI01	s__JAJZYI01 sp021798135
0.0006258961948930736	d__Bacteria	p__Bacillota	c__Bacilli	o__Alicyclobacillales	f__Acidibacillaceae	g__JAKADD01	s__JAKADD01 sp021846285
0.0006206927823464566	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__GJ-E10	s__GJ-E10 sp021838715
0.000615861042124598	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JAJZCU01	s__JAJZCU01 sp021828935
0.0006154893697998396	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA2770	f__JAKAQQ01	g__JAJZNM01	s__JAJZNM01 sp021798795
0.0006125159912017727	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Metallibacterium	s__Metallibacterium sp021794575
0.0006061975616808807	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__JAKIVR01	s__JAKIVR01 sp021828665
0.0005995074598352302	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__JABEUX01	s__JABEUX01 sp021790895
0.0005783221373240039	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021838005
0.0005783221373240039	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021845825
0.0005768354480249705	d__Bacteria	p__Bacillota	c__Bacilli	o__Alicyclobacillales	f__Acidibacillaceae	g__JABEUY01	s__JABEUY01 sp013044175
0.0005608535380603611	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021837305
0.0005563934701632608	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021792835
0.0005422699218224432	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Ferrovaceae	g__Ferrovum	s__Ferrovum sp021832305
0.0005366948369510678	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAFKFJ01	s__JAFKFJ01 sp021845835
0.0005300047351054174	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA6776	g__RBG-16-40-8	s__RBG-16-40-8 sp021784635
0.0005210845993112169	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidocella	s__Acidocella sp021818425
0.0005166245314141165	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__UBA184	s__UBA184 sp021791335
0.0005158811867645998	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__JAJYVT01	s__JAJYVT01 sp021791845
0.0005158811867645998	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__UBA8260	f__Bog-877	g__AG-12	s__AG-12 sp021802115
0.0005032443277228157	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__JABEUN01	s__JABEUN01 sp013044385
0.0005017576384237823	d__Bacteria	p__Bacillota_E	c__JAJZYS01	o__JAJZYS01	f__JAJZLH01	g__JAJZLH01	s__JAJZLH01 sp021827745
0.000498412587500957	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__CAIVDV01	s__CAIVDV01 sp021804965
0.0004950675365781318	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021809495
0.00048540405613441454	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAKAAZ01	s__JAKAAZ01 sp021802085
0.00046607709524697997	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__JAKAVM01	g__JAKAVM01	s__JAKAVM01 sp021827485
0.0004657054229222216	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__UBA1565	f__UBA9628	g__JAKAQV01	s__JAKAQV01 sp021796015
0.0004631037166489131	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021816745
0.0004623603719993964	d__Bacteria	p__Nitrospirota_A	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__Leptospirillum	s__Leptospirillum ferrooxidans
0.0004519535469061624	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-465	s__Palsa-465 sp021846845
0.0004277948457968692	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021792755
0.0004248214671988023	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__UBA8260	f__UBA8260	g__JAJZLL01	s__JAJZLL01 sp021803465
0.00041552965907984337	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__UBA8260	f__Bog-877	g__JAJYXT01	s__JAJYXT01 sp021785655
0.00041032624653322637	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021787615
0.00040809621258467625	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__JAKAAZ01	s__JAKAAZ01 sp021792795
0.00040735286793515955	d__Bacteria	p__Bacillota	c__Bacilli	o__Alicyclobacillales	f__Acidibacillaceae	g__JAJZCL01	s__JAJZCL01 sp021846145
0.0004040078170123343	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidiphilium	s__Acidiphilium sp021808315
0.00038691089007344986	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021798335
0.0003857958730991748	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__Micrarchaeaceae	g__JAJZDT01	s__JAJZDT01 sp021828345
0.0003805924605525578	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JAMDCX01	s__JAMDCX01 sp021828925
0.0003556904147937479	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__UBA184	s__UBA184 sp021826525
0.00035011532992237253	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__UBA184	s__UBA184 sp021828715
0.0003467702789995473	d__Bacteria	p__SZUA-79	c__SZUA-79	o__Acidulodesulfobacterales	f__Acidulodesulfobacteraceae	g__Acidulodesulfobacterium_A	s__Acidulodesulfobacterium_A sp021791295
0.00033339007530824643	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021797465
0.00032967335206066285	d__Bacteria	p__Nitrospirota_A	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__UBA4572	s__UBA4572 sp021828525
0.00031257642512177845	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__JAJZCD01	s__JAJZCD01 sp021851735
0.0003103463911732283	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-465	s__Palsa-465 sp023330685
0.0003040279616523362	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAJZFF01	s__JAJZFF01 sp021805485
0.00028916106866200194	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__UBA8260	f__Bog-877	g__JAJYXT01	s__JAJYXT01 sp021791415
0.000279869260543043	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021795095
0.000279869260543043	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__CABMGC01	g__JAJZIZ01	s__JAJZIZ01 sp021804095
0.0002720641417231175	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Thiomonas	s__Thiomonas sp021814605
0.0002661173845269838	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__CAIVDV01	s__CAIVDV01 sp021846065
0.00026351567825367526	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Bog-793	g__JAJZMK01	s__JAJZMK01 sp021798275
0.0002631440059289169	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__RAAP-2 sp021785695
0.00026277233360415855	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__CABMGC01	g__JAKAUU01	s__JAKAUU01 sp021817505
0.0002594272826813334	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__UBA8260	f__Bog-877	g__JAJYXT01	s__JAJYXT01 sp021798435
0.00025385219780995797	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021838065
0.0002527371808356829	d__Bacteria	p__Patescibacteria	c__Dojkabacteria	o__JAKAPS01	f__JAJZLI01	g__JAJZKG01	s__JAJZKG01 sp021805885
0.0002467904236395492	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__JAJYZP01	s__JAJYZP01 sp021799875
0.00024233035574244892	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021820785
0.00023452523692252342	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__JABEUN01	s__JABEUN01 sp021836665
0.0002285784797263897	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__UBA6901	g__JAJYCY01	s__JAJYCY01 sp021785795
0.00022449008415404779	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae	g__Megaira	s__Megaira sp005791235
0.0002233750671797727	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021817875
0.00022188837788073926	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Obscuribacterales	f__JAKAZS01	g__JAKAZS01	s__JAKAZS01 sp021815785
0.00021519827603508885	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAFKFJ01	s__JAFKFJ01 sp021845985
0.00020999486348847183	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__13-2-20CM-66-19 sp021781775
0.00020813650186468006	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Acidiferrobacteraceae	g__Acidiferrobacter	s__Acidiferrobacter thiooxydans
0.00020702148489040498	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__JAJZWG01	s__JAJZWG01 sp021846095
0.00020516312326661319	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__UBA184	s__UBA184 sp021826685
0.00019921636607047948	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA6186	f__UBA6186	g__CADEGZ01	s__CADEGZ01 sp021848375
0.0001981013490962044	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAFKFJ01	s__JAFKFJ01 sp021847995
0.00019661465979717099	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__Micrarchaeaceae	g__JAJYXL01	s__JAJYXL01 sp021816885
0.0001940129535238625	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__CABMGC01	g__JAJZOD01	s__JAJZOD01 sp021821605
0.00019178291957531234	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__JAJZAM01	s__JAJZAM01 sp021808665
0.000191411247250554	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__WQYP01	f__WQYP01	g__JAMDCX01	s__JAMDCX01 sp021785155
0.00019066790260103726	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA2770	f__JAKAQQ01	g__JAJZIH01	s__JAJZIH01 sp021810635
